,description,title
5202,"Fragances of wild berries, bramble and honeysuckle pave the way for flavors of cherry cola, toffee and tangerine zest. This is soft and round in the mouth, with tannins that are almost imperceptible at first yet last through the finish, hand-in-hand with remarkably bright acidity.",Recanati 2010 David Vineyard Reserve Cabernet Sauvignon (Galilee)
5203,"A perfumed wine, it is big on spiced apricots and ripe fruitiness. It is rich, full in the mouth with a slight oxidative aftertaste of almonds and walnuts that gives a sense of maturity. Drink now.",Rijckaert 2009 Les Grands Elevages Savagnin (Arbois)
5204,"A little ungainly now, with stiff tannins and lots of fresh, jammy raspberry and cherry fruit colliding with unintegrated oak notes. All the parts are there, but they need until 2019–2020 to meld.",Stewart 2010 Cabernet Sauvignon (Napa Valley)
5205,"Perfumed with notes of blossom, ripe stone fruit and citrus, this is a lush, slightly honeyed, dry Silvaner. Brisk and bright with lime acidity, it finishes with just a hint of varietally characteristic grass and smoke.",Thörle 2012 Saulheimer Kalkstein Trocken Silvaner (Rheinhessen)
5206,"Rich and full-bodied, this displays much of the complexity of a Grand Cru wine. It also has a strongly fruity character that bursts from the glass. Schoenenbourg is one of the vineyards surrounding the picture-book village of Riquewihr. Age the wine and drink from 2017.",Dopff Au Moulin 2013 Schoenenbourg Grand Cru Pinot Gris (Alsace)
5207,"From a vineyard holding in the midst of prime Pinot Noir country, Maffei intrigues in ripe, hearty plum, black cherry and kir aromas and flavors. The tannins are soft and nicely managed, accented by notes of nutmeg and black pepper.",Gary Farrell 2012 Maffei Vineyard Zinfandel (Russian River Valley)
5208,"This elegant, structured red opens with a potpourri of perfumed berry, wild flower and a whiff of cake spice. The juicy palate doles out black cherry, wild strawberry, cinnamon, star anise and menthol alongside firm but fine-grained tannins. Drink 2017–2022.",Fattorie Romeo del Castello 2012 Allegracore Rosso  (Etna)
5209,"The producer continues to impress with this estate Russian River white, an impressive ambassador for the region in its exuberant layers of apricot, honey and vanilla. The substantial texture and concentration stand out and add complexity. A lift of lemon meringue and spice complete the finish.",Fog Crest 2012 Estate Chardonnay (Russian River Valley)
5210,"Silky carpets of cherry grenadine invite one into this vineyard-designate, framed by seductive streaks of herbes de Provence and earthy black tea. Juicy and generous on the palate, the wine is also complex and restrained, its finish wrapped in toasty, subtle oak.",Gary Farrell 2012 Bacigalupi Vineyard Pinot Noir (Russian River Valley)
5211,"This voluptuously textured wine balances a dry, elegant palate with plush peach and preserved quince flavors. Silken and supple, it clings lovingly on the palate, but finishes bold with a steely, mineral touch.",Philipp Kuhn 2012 Laumersheimer Alte Reben Trocken Riesling (Pfalz)
5212,"Crusty black-fruit aromas are minerally and charred, with blackberry and earthy notes lurking below deck. This is a tannic, wall-to-wall RDD that's pumping baked flavors of blackberry, chocolate, herbs and peppercorn. The finish is deep but not fierce. Drink this powerful wine through 2020.",Valderiz 2010 Valdehermoso Crianza  (Ribera del Duero)
5213,"Still young and sappy, the tart raspberry and cherry fruit carries tangy highlights of citrus rind and wet stone. Clean and fresh, it's a perfectly balanced wine from a difficult vintage, and has the structure to age through 2021–2023.",Alloro 2011 Estate Riservata Pinot Noir (Chehalem Mountains)
5214,"At almost 16 years old, this auslese exhibits the delicate transition Riesling makes from fruit to earth. Smoke, dusty minerals, saffron and caramel dominate the palate. Texturally, it seems layered with silk and astringency. On the finish, racy acidity lifts and revitalizes.",C. von Nell-Breuning 1999 Kaseler Dominikanerberg Auslese Riesling (Mosel)
5215,"Bergfeld is named for the winery's historic owner and the land he originally planted around the winery in 1873. Given to old-world airs, the wine is chalky in black fruit, tobacco and mocha, as well as soft, substantial tannins. Generous in juiciness and structure, it has an herbal quality on the finish.",Hall 2011 Bergfeld Cabernet Sauvignon (St. Helena)
5216,"From a highly sought-after source of Cabernet, this is classically oaky and dusty, a sophisticated take on the grape, dense and soft in waves of black cherry. With medium weight that picks up steam on the milk-chocolate finish, it's an impressive sipper or worthy companion to steak and potatoes.",Hunt McKay 2011 Morisoli Vineyard Cabernet Sauvignon (Rutherford)
5217,"Sourced from a so-called “mystery clone” that may have originally arrived in Charles Coury's suitcase back in 1964, this unique old-vine bottling offers exceptional details of dusty cocoa, baking spices, cola, minerals and iron filings. The brambly berry fruits are not at all overwhelmed, just balanced out with the structure for aging. Drink now through 2025.",Hyland 2012 Coury Pinot Noir (McMinnville)
5218,"Just one barrel was made of this reserve. At first the new oak shines through, then as it opens out the wood becomes less noticeable and a complex array of spice, stem and iron filings comes into play. The fruit is light and textural, showing hints of sassafras and even a whiff of petrol.",Hyland 2012 Select Whole Cluster Pinot Noir (McMinnville)
5219,"Flinty and austere, this is an elegant white wine crafted from 100% Musque clone, dancing in pear and grapefruit. The layered texture impressively stands out, riding the wave between creamy and lemony crisp with precision, opening the door for the wine to finish refreshingly.",Lancaster 2013 Samantha's Sauvignon Blanc (Alexander Valley)
5220,"Made with native grapes Nerello Mascalese and Nocera, this bright wine delivers aromas of perfumed berry, blue flower and a whiff of cake spice. The sleek palate delivers wild cherry, crushed strawberry, clove, cinnamon, orange peel and thyme alongside firm, polished tannins. It finishes on a mineral note. Drink through 2018.",Le Casematte 2012 Figliodienneenne Red (Sicilia)
5221,"This Dundee Hills vineyard really shines in 2012, with multi-layered flavors of sweet, spicy, slightly candied fruits. Kirsch, orange peel, smoke and sandalwood play against each other, with a citrus kick to the underlying acidity. Bright and focused through a long finish, this is one to tuck away for a few years. Drink 2017–2025.",Lemelson 2012 Meyer Vineyard Pinot Noir (Willamette Valley)
5222,"Generous and fruit-driven, this brings fully ripened black cherry and blueberry fruit into a thick core of flavor. Its tannins are coated with espresso, dark chocolate and a hint of baking spices. Flavors are solid and substantial, and the wine will continue to evolve nicely as it sheds its baby fat.",Lenné Estate 2012 Kill Hill Pinot Noir
5223,"This sophisticated effort maxxes out the potent cherry fruit with plenty of barrel toast. Much like the winery's reserve, the cherries are matched to roasted walnut flavors, with a hint of chipotle.",Vercingetorix VX 2012 Caroline's Cuvée Pinot Noir (Willamette Valley)
5224,"Sweet and extra ripe, this pushes the peach and apricot fruit to a rich and focused center, and keeps the impact of new French oak at just 20%. Which is plenty, adding just enough sweet and toasty vanilla to the extended, rich finish.",Willamette Valley Vineyards 2012 Elton Chardonnay (Eola-Amity Hills)
5225,"VM takes a huge leap in the Syrah race with this wine. It's inky purple in color, with hints of pepper, espresso and black olive accenting blueberry and blackberry fruit. A plush coating partially conceals ample structure, while the richly textured finish lingers a good long time. Drink now–2025.",Villa Maria 2011 Reserve Gimblett Gravels Syrah (Hawke's Bay)
5226,"An intense bouquet of blackberry, smoked meat, flint and violet paves the way for flavors of black currant, smoked meat, coffee bean and a hint of cranberry. Rich savory notes mingle with strong fruit flavors, all marked by a pleasingly persistent strain of tartness. Smooth, soft tannins prime the palate for the elegant finish.",Madmon 2012 Soreka Special Reserve Cabernet Sauvignon (Shomron)
5227,"Despite the challenging harvest, this Cabernet excels in juicy blueberry and plum tones. Dusted with cinnamon on the finish, it shows a level-headed use of oak, imparting a soft, expressive texture marked by acidity. Enjoy now or cellar through 2026.",Merryvale 2011 Cabernet Sauvignon (Napa Valley)
5228,"This is a very approachable and tasty wine, especially for a grape that can be so tannic when young. Aromas of cola, chopped mint and cherries translate to a fruity and minty palate, with just enough tannins, a nice acidic spice and a bit of woodiness on the finish. It's very well measured.",Michael Gill Cellars 2012 Tantrum Tempranillo (Paso Robles)
5229,"The second vintage of this wine comes from a great Douro year. It gives structure, dark fruits and a serious tannic structure that has been rounded by wood aging. Spice, berries and mint flavors all contribute to this powerful, ageworthy wine. Drink from 2017.",Muxagat 2011 Cisne Red (Douro)
5230,"Still young and firm, this wine gives indications of potential fruitiness along with a structure that promises concentration. Layers of black fruits and acidity need time to integrate fully with the dark structure and dense texture. Wait to drink this wine for a few more years, at least until 2018.",Domaine Maillard 2011  Corton Les Renardes
5231,"From three vineyards, including Roberts Road, this wine impresses in floral honeycomb and a freshness that belies its medium-bodied weight and pithy texture, finishing in vanilla that never gets sweet.",Eric Kent 2013 Chardonnay (Russian River Valley)
5232,"From a selection of vineyard sites and clones, this wine offers juicy acidity behind a wave of plummy red and black cherry, an earthy foundation keeping things real. Oak and tannins are well integrated, and plenty of clove flavor make for a spicy finish. This gets extra attention for the awesome label.",Eric Kent 2013 Small Town Pinot Noir (Sonoma Coast)
5233,"A small-production blend of 86% Zinfandel with 14% Petite Sirah, this was aged over a year in a small percentage of new oak. Dry and structured, it's a celebration of chocolate, leather and blackberry, the fruit sizably ripe yet kept in check. Drink now through 2018.",Fidelity 2013 Railyard Zinfandel (Alexander Valley)
5234,"This beautifully perfumed wine comes from one of the highest in elevation premier cru vineyards. The tannins have fully integrated with the red berry and cherry fruits to give a soft, jammy character that contrasts with acidity to give a great lift at the end. Drink this sophisticated wine from 2018.",Au Pied du Mont Chauve 2012 Les Chaumées Premier Cru  (Chassagne-Montrachet)
5235,"Plummy and tight, this wine comes from the Green Valley section of the Russian River Valley. Youthful, it hints at fierce acidity around delicately woven specks of mint, pine forest, rhubarb and clove. In the background, the region's classic cola cherry characteristic shows as well. Drink now through 2021.",Bailiwick 2013 Foray Pinot Noir (Russian River Valley)
5236,"Enticing, delicate scents of iris, rose petal, pressed powder and woodland berry mingle together in the glass. The elegant, restrained palate offers ripe wild cherry, crushed strawberry, orange peel, cinnamon anise and white pepper alongside fine-grained tannins. Drink 2017–2022.",Caparzo 2011  Brunello di Montalcino
5237,"Underbrush, cured meat, grilled herb, menthol and dark-skinned fruit aromas unfold in the glass. The chewy palate offers dried black berry, black cherry, licorice, coffee and toasted nut alongside tightly packed tannins. Drink 2019–2022.",Castelli Martinozzi 2011  Brunello di Montalcino
5238,"This behemoth is all gristle and power, voluptuously combining 44% Cabernet Sauvignon, 36% Malbec, 9% Petit Verdot, 5% Merlot, 4% Syrah and 2% Carmenere in a mad scientist's way. Velvety, it's beyond full-bodied in blackberry and chocolate, integrated in terms of oak, with a splash of black pepper and tobacco on the finish. Drink now through 2022.",Chalk Hill 2012 Estate Red (Chalk Hill)
5239,"Raisin and fig aromas are good but not overly complex or special. This P. X. feels rich, chewy and a touch sticky, with sweet-as-sin fig, chocolate and cinnamon spice flavors that suggest coffee cake with a drizzle of melted fudge.",González Byass NV Nectar Dulce Pedro Ximénez (Jerez)
5240,"The 2011s from Cornas show high levels of ripeness, and this négociant wine is no exception. It's almost pruny, with other notes of meat, clove and cinnamon, yet remains crisp and firm, picking up hints of black olive and espresso on the finish. Drink now–2025.",Maison Nicolas Perrin 2011  Cornas
5241,"From flinty soil, this wine shows a strongly mineral character and even a smoky edge. It is structured and tight, ripe with yellow fruits as well as citrus. A complex wine, it's impressive and ready to age a few months. Drink from 2017.",Clement et Florian Berthier 2014 Terre de Silex Sauvignon Blanc (Coteaux du Giennois)
5242,"Underbrush, tilled soil raspberry leather compote hint of baking spice meld together on this full-bodied wine. The ample palate boasts a core of juicy black cherry while notes of vanilla, mocha and cake spice provide accent. Fine-grained tannins lend structure. Drink 2018–2028.",Cordella 2010 Riserva  (Brunello di Montalcino)
5243,"Generous aromas like ripe berries and vanilla get this full-bodied wine off to a good start.Next, the flavors chime in with harmonious blackberry, black cherry and baking-spice notes. The texture is suave and nicely tannic, and a tasty, spicy effect lasts on the finish. The wine is made with 46% Merlot, plus Cabernet Franc, Cabernet Sauvignon and Malbec.",Darcie Kent Vineyards 2012 Crown Block Red (Livermore Valley)
5244,"This wine is principally Merlot (57%) and Cabernet Sauvignon (33%) along with pinches of Cabernet Franc and Petit Verdot. Dark fruit, fresh herb and abundant barrel-spice aromas are followed by bountiful, restrained black-fruit flavors that carry through the finish.",DeLille 2013 D2 Red (Columbia Valley (WA))
5245,"From vines with an average age of 25 years, this concentrated wine is fruity and stylishly textured. With lively acidity balanced by tense minerality, it shows intense citrus and concentration. It will benefit from some aging, so drink from 2018.",Domaine Matthias et Emile Roblin 2014 Enclos de Maimbray  (Sancerre)
5246,"From a separate parcel of old vines, this rich wine is structured and dense. Citrus and herbal flavors meld easily with the mineral texture and ripe green-plum fruits. It's a wine to age, so drink from 2018.",Domaine Pellé 2014 Les Blanchais  (Menetou-Salon)
5247,"From old vines planted in 1955, this dense, impressive wine offers both perfume apple and pear fruits and a creamy texture. Behind this generous front, the wine is tight, steely and needs to age. Give it until 2018.",Domaine Vrignaud 2013 Fourchaume Premier Cru Vieilles Vignes  (Chablis)
5248,"Using organically farmed grapes, this boasts enticing scents of rose, blue flower, plum and cake spice. The chewy, delicious palate tastes of juicy wild cherry, black raspberry, white pepper, cinnamon and mocha and has round, ripe tannins that give it a smooth texture. Drink through 2020.",Quercia al Poggio 2010  Chianti Classico
5249,"Alluring aromas of ripe plum, fragrant violet, menthol and baking spice emerge on this savory, enjoyable red. The juicy, easy-drinking palate combines an enticing weightless quality with succulent fruit including fleshy black cherry, crushed raspberry, licorice and chopped herb alongside round, polished tannins.",Querciabella 2012  Chianti Classico
5250,"Smoky, oaky aromas of popcorn and buttered toast are louder than this bubbly's citrus and white-fruit scents. A bright, juicy, citrusy palate is full of pulse, while tangerine, orange and lemon flavors cut a direct path to a zesty finish showcasing white peach and nectarine flavors.",Raventós I Blanc 2012 L' Hereu Sparkling (Penedès)
5251,"Dense and structured, this opens with aromas of baked plum, menthol, coconut and toasted oak. The concentrated palate displays cherries marinated in spirits, grilled sage, licorice and roasted coffee bean alongside tightly packed, fine-grained tannins that need time to unwind. Drink 2018–2030.",Salcheto 2010 Salco  (Vino Nobile di Montepulciano)
5252,"From a p of Sonoma Mountain exposed to the Petaluma Gap, this wine is spicy in cinnamon and cola, its oak profile reduced and intense. Roses and cherries provide the floral and the fruit around deeper, darker tendencies into Asian spice and black tea. Drink now through 2021.",Bailiwick 2013 Silver Pines Vineyard Pinot Noir (Sonoma Mountain)
5253,"A fine companion to the winery's Cabernet Sauvignon, this is a smooth mix of plums, black cherries, tobacco and spice. It's knitted together beautifully, with highlights of cinnamon.",Burrowing Owl 2013 Cabernet Franc (Okanagan Valley)
5254,"This unique and interestingly yummy wine shows the exuberance of carbonic maceration. A light-bodied beauty, it offers grenadine and kirsch-like exoticness, buoyed by a tang of rose petals and orange zest.",Castrucci 2013 Pinot Noir (Napa Valley)
5255,"The two parcels that go into this wine have performed well in 2012. This solid, dense wine is firm with tannins and rich with red plum and berry fruits. It is perfumed, ripe and concentrated. With this structure and with the acidity, it will age, so drink from 2018.",Château de Santenay 2012 Les Brunettes et Planchots  (Aloxe-Corton)
5256,"A 100% varietal wine from the winery property, certified organic to boot, this is classic in cedar, currant and a freshness of blackberry. Vibrant acidity on the palate balances out the tightness of new oak. It captures the dustiness known to the appellation as well.",Grgich Hills 2012 Miljenko's Selection Estate Grown Cabernet Sauvignon (Rutherford)
5257,"Made from superripe grapes from old vines that have aged on lees, this is a rich, concentrated wine. Full-bodied yellow fruit and ripe pear flavors are sustained by the tight, steely mineral texture and the tangy aftertaste. This dense wine deserves to age until 2018.",Isabelle et Pierre Clément 2014 La Dame de Châtenoy  (Menetou-Salon)
5258,"Aromas of blackberry, black currant, cinnamon and dark plum lead to high toned herbal, green olive, licorice and barrel spice grace notes. The black fruit flavors are forward and concentrated, with smoked meat on the finish.",K Vintners 2012 The Deal Sundance Syrah (Wahluke Slope)
5259,"Exotic, complex and vivid aromas, rich and fulfilling fruit flavors and a hefty structure form a great package in this full-bodied and extroverted wine. The winemaker allowed wild yeast and kept 30% whole clusters in the fermentation, then aged it in neutral barrels.",Kanzler 2013 Estate Reserve Pinot Noir (Sonoma Coast)
5260,"Though sourced principally from Red Mountain grapes, where the Col Solare winery is located, this Cab-dominated Bordeaux-style blend is simply labeled Columbia Valley. It's a user-friendly wine with plump cherry fruit and notes of tobacco, licorice and vanilla. Soft and supple and ready to drink.",Shining Hill 2010 Red (Columbia Valley (WA))
5261,"Intensely rich, this wine is packed with flavors of spice, gingerbread and lychees. It has a full, rounded character with an intense spiciness that is anchored to a more structured texture. Drink now and until 2018.",Trimbach 2010 Gewurztraminer (Alsace)
5262,"This Pinot Noir is rich and elegant, but somewhat straightforward with flavors of raspberry and cherry wrapped in a pleasant coating of smoky oak. It's less ageable than Truchard's 2010 vintage so decant and drink now.",Truchard 2011 Pinot Noir (Carneros)
5263,"Produced from indigenous red varieties grown on the slopes of Mt. Olympus, the Rapsani Grand Reserve starts with voluptuous aromas of blackberry, spice box and liquorice, offering full-bodied flavors of black fruit and olive on the palate. The fruit is well balanced by a spice and mineral backbone. A very good red for lamb, dried meats or stews.",Tsantali 2009 Grand Reserve Hand Picked Grapes Red (Rapsani)
5264,"Made from 100% Montepulciano, this delicious, friendly wine is loaded with mouthwatering black cherry layered with mint, nutmeg and black pepper. It's round, ripe and extremely approachable so enjoy soon. Pair with everything from hearty pasta dishes to barbecue fair.",Umani Ronchi 2011 San Lorenzo  (Rosso Conero)
5265,"Floral sensations of acacia flower, jasmine and herbs meld with tropical fruit, citrus and sage. The medium-bodied palate also offers a flinty mineral note and a whiff of smoke, while bright acidity leaves the palate refreshed.",Velenosi 2012 Villa Angela Pecorino (Falerio)
5266,"With a sensual mouthfeel, but firm tannins, this is just what you want a Merlot to be. The cherry, red currant, violet and mocha flavors are complex and easy to drink now, especially with a great steak. At the age of four-plus years, it's soft and mellow.",Wellington 2009 Merlot (Sonoma Valley)
5267,"This delightful sparkler shows the versatility of the Verdicchio grape. A metodo classico, it has bright and delicious apple, tropical fruit and citrus flavors, with a walnut note on the finish. It's enjoyable now and the silky mousse makes this extra drinkable.",Colonnara NV Luigi Ghislieri  (Verdicchio dei Castelli di Jesi)
5268,"Floral notes, as well as hints of lemon, pear and pineapple introduce this high-acid white. It's full-bodied on the palate, and intense and well integrated, with a finish that's delightfully spicy with ginger.",David Girard 2012 Estate Vineyard Grenache Blanc (El Dorado)
5269,"Aged in wood, this is an unusual style of Pinot Blanc for Alsace. The toast flavors are subtle, leaving plenty of room for fresh fruits, light acidity and creamy texture. It's ready to drink.",Domaine Ostertag 2011 Barriques Pinot Blanc (Alsace)
5270,"This is a light, fruity wine that's ripe with perfumed quince and tropical fruit flavors. The palate is satisfyingly balanced with tight, bright acidity. This is wine that is not for aging, and ready to drink now.",Domaine Pfister 2011 Tradition Pinot Gris (Alsace)
5271,"Very perfumed, this wine is exotic and rich with fruit, but also remarkably dry. Drink from 2017.",Domaine Sorin 2011 Red (Bandol)
5272,"This 2011 Lola is light and creamy, with hints of buttered apple, from aging in 18% new French oak. It finishes soft, supple and lightly spiced.",Efeste 2011 Lola Evergreen Vineyard Chardonnay (Columbia Valley (WA))
5273,"With flavors of grass, grapefruits and tropical fruits, this is a lovely wine to drink now. It's dry and savory, with a brisk hit of acidity.",El Roy 2010 Nelson Vineyards Sauvignon Blanc (Dry Creek Valley)
5274,"This wine opens with a pretty fragrance of blue flower, black fruit and spice. The juicy palate is one dimensional but delicious, offering ripe black cherry and blackberry layered with milk chocolate. It's extremely accessible so enjoy soon.",Fattoria Le Terrazze 2008 Riserva Sassi Neri  (Conero)
5275,"Beautifully floral on the nose with hints of fresh apple, lemon and peach, this dry, delicately textured Riesling fills the mouth with ripe grapefruit and lemon flavors. Its sprightly and crisp in character but finishes long with a hint of white-tea astringency.",Fox Run 2011 Riesling 10 Hanging Delta Vineyard Riesling (Finger Lakes)
5276,"With up-front spiciness, this is an attractive, light and fragrant wine. There is no complexity, just pleasant off-flavors of honey and lychees. Drink now.",Frédéric Mallo 2010 Cuvée Saint-Jacques Gewurztraminer (Alsace)
5277,"Tight, gritty, steely aromas of nettle and ocean mist allow for a modest amount of citrus fruit to poke through. A narrow, high-acid palate may peel back the enamel on your teeth, while flavors of sour green apple and gooseberry finish shear and tart.",Garces Silva 2013 Boya Sauvignon Blanc (Leyda Valley)
5278,"Toasty mocha and coffee-bean aromas play around the nose before the dark plum fruit hits the palate, where the mocha theme continues. Luscious, rounded and soft, this is a winner on cool evenings, even without food—or perhaps just a little square of dark chocolate.",Hannes Reeh 2012 Heideboden Rot Red (Burgenland)
5279,"Toast and spice notes add warmth to crisp blackberry and cassis on this elegantly composed Meritage. Richly concentrated on the palate, it's bold and mouthfilling, with big, brawny tannins that should meld beautifully over the next 3–5 years.",Damiani 2010 Meritage (Finger Lakes)
5280,"Hints of vanilla and spice add warmth to pristine blackberry and plum flavors in this brisk, medium-bodied Merlot. It's tart with cranberry acidity and finishes with a lingering granite minerality.",Damiani 2010 Sunrise Hill Vineyards Merlot (Finger Lakes)
5281,"Initial brambly berry aromas are partnered with hints of smoky bacon and caramel sauce. The flavors are solid and ripe but not overdone, with attractive notes of blackberry and wild cherry. The medium tannins and ample acidity lend good balance and texture to the wine, while a pleasant astringency lingers on the finish.",Fairview 2010 Primo Pinotage (Paarl)
5282,"Fresh and tart, with refreshing notes of herb and cranberry, this medium-bodied Lemberger is an elegant and subtle, while fruity, pick. Fine, soft tannins and a granite tone linger on the finish.",Keuka Spring 2010 Lemberger (Finger Lakes)
5283,"A wish of smoke adds complexity and mystery to bright tangerine, white peach and floral notes on this dry-style Riesling. It's delicate in body, but vibrantly structured, with tart lemon-lime acidity that pierces through ripe stone-fruit flavors on the palate.",Lakewood 2011 Dry Riesling (Finger Lakes)
5284,"This is a ripe and fruity selection, boasting forward notes of tropical fruit, peach, yellow melon and juicy orange. Pineapple and peach flavors dominate the medium-weight mouth, ending bright and clean thanks to ample final acidity. Drink up.",Morgenhof 2011 Estate Chenin Blanc (Stellenbosch)
5285,"This blend of 70% Montepulciano and 30% Sangiovese is bright and approachable. It opens with pretty aromas of red cherry and blue flower that carry over to the palate, along with white pepper and a hint of tobacco leaf. Juicy and extremely accessible, enjoy this now.",Vicari 2011 Del Pozzo Buono  (Rosso Piceno)
5286,"Blackberry and blueberry jam and sweet oak flavors mark this young Syrah. It's dry, tannic and juicy, but a little soft in acidity. Drink it now and over the next few years.",Vie Winery 2010 White Hawk Vineyard Syrah (Santa Barbara County)
5287,"Pleasing toasty notes greet your first sniff, followed by apple pie fruit flavors with hints of plum and banana. It's a light, creamy, easy-drinking confection.",Vin du Lac 2012 Barrel Select Chardonnay (Columbia Valley (WA))
5288,"Fermented with 30% whole clusters and aged 20 months in neutral French oak, this is a distinctive wine with notes reminiscent of sage along with white pepper, violets and a tinge of copper. Designed for the dinner table, the palate is lighter in style with tart acidity.",W.T. Vintners 2010 Gorgeous Syrah Destiny Ridge Vineyard Syrah (Horse Heaven Hills)
5289,"The color belies the deep cherry fruit at the core of this lithe wine, grown on Vienna's Nussberg slope. Carefully framed by oak, smoky cinnamon dusts the tart cherry flavor and lends an unexpected plumpness. Hints of smoke and raspberry make you go back for more.",Weingut Mayer am Pfarrplatz 2011 Nussberg Pinot Noir (Vienna)
5290,"This medium-bodied Shriaz displays a soft, creamy, inviting mouthfeel and a piquant counterpoint in its flavors of tart cherries and mulling spices. It's an easy-drinking wine that ends on a cranberry note.",Hope Estate 2009 Shiraz (Hunter Valley)
5291,"Innocent Bystander has been ahead of the Moscato curve, making this wine for a number of years, and it has always been among the best from Australia. The 2011 is perfumed and spicy, with ample strawberry and cherry fruit and a soft, frothy feel in the mouth. Drink it over the next six months or so.",Innocent Bystander 2011 Moscato (Victoria)
5292,"Shows jammy but somewhat simple cherry candy and mint flavors, the kind that come from young vines. Plenty of tart acidity scours the mouth, creating balance to the fruit. Ultimately, this is a Pinot Noir for drinking soon.",J. Wilkes 2007 Solomon Hills Vineyard Pinot Noir (Santa Maria Valley)
5293,"Katnook's top Cabernet is always oaky, and the 2006 is no exception, featuring plenty of brown sugar and caramel aromas. Vanilla and cedar dominate the palate, forming an attractive wooden shell over cassis fruit. Drink it now if you like that sort of full-on youthful oak, or hold it a decade until it develops a soft, rich patina of age.",Katnook Estate 2006 Odyssey Cabernet Sauvignon (Coonawarra)
5294,"Coonawarra's not known for Sauvignon Blanc, but this is a very good example. It's medium in weight and dominated by citrus, but it also sneaks in some slightly tropical nuances before ending in a zesty, mouthwatering finish. Drink now.",Katnook Estate 2009 Sauvignon Blanc (Coonawarra)
5295,"McCay is a producer to watch in Lodi and this wine is a perfect example of why. A blend of four different Zinfandels and Petite Sirah, it opens with a nose of baked blackberry clafouti with a bit of hazelnut and almond, a still-tight wine that with air shows a ton of structure and layered tannins.",McCay Cellars 2008 Paisley Red (Lodi)
5296,"Floral red fruit aromas carry a hint of minerality and garrigue. The palate is lively, with good overall balance. Tastes of ripe red plum, raspberry and vanilla, while the finish is light in weight and quick, but satisfying.",Nice 2008 Malbec (Mendoza)
5297,"Made in the Peachy Canyon style, this Zin, which contains some Petite Sirah, is very high in alcohol. It's sweet, hot and soft. The blueberry, blackberry and chocolate flavors are almost in dessert wine territory, but it's a very good example of its genre.",Peachy Canyon 2010 Vortex Zinfandel (Paso Robles)
5298,"A pure expression of Syrah from coastal Tuscany, Pieve dei Monaci offers a chewy texture and thick layers of black fruit, prune, cola, spice and smoked bacon. Pair this wine with grilled meat.",Pieve Vecchia 2008 Pieve dei Monaci  (Maremma)
5299,"This informal Rosso shows balance and intensity with bright berry aromas and acidity that is not too sharp. In fact, the wine is nicely rounded and supple.",Podere Paganico 2009  Rosso di Montalcino
5300,"Vanilla cookies, peach and nectarine aromas work the opening. In the mouth, there's a nice and even flow of acidity and pulpy tropical fruits. Flavors of tangerine, melon and lychee are authentic and well balanced, while the finish is musky, fresh and confirms the wine's high quality.",Recuerdo 2011 Torrontés (La Rioja)
5301,"Despite the inexpensive price tag, this is a solid Shiraz, offering ripe black cherry fruit and touches of tree bark and orris root. It's medium-bodied, yet features a velvety texture and plenty of length on the finish. Drink now–2015.",Rolling 2009 Shiraz (Central Ranges)
5302,"Hay, green plum and gooseberry lead off on the nose, while ripe hints of passion fruit and pineapple acidity flood the mouth. Lifted, with good cut and freshness, and a mouthwatering close. Delicious now, but should hold together nicely for another couple of years.",Southern Right 2010 Sauvignon Blanc (Walker Bay)
5303,"At first, a rush of front-loaded plum and blackberry fruit hits the palate, then the flavors seem to sag a bit entering the midpalate. A wall of still-to-be-resolved oak leads into a hard, astringent, somewhat woody finish. Yet there is a substantial and well-built wine here, waiting to resolve its components into a more seamless whole. Retasted after being open a full day, it showed well, suggesting good aging potential.",Steppe Cellars 2008 Merlot (Columbia Valley (WA))
5304,"Exotic on the nose, with aromas of raspberry, plum and blueberry. Shows good intensity on the palate, with a solid feel and fresh flavors of blackberry and dark plum. Fresh but smooth on the finish; very good in every way.",Sur de los Andes 2010 Bonarda (Mendoza)
5305,"This takes a page from California in its naming convention and style, which includes a good proportion of barrel-fermentation and oak maturation. Toast and vanilla frame melon and fig notes, and the midpalate is slightly creamy in texture before the wine turns crisp and lemony on the finish. Drink now.",Taltarni 2009 Three Monks Fumé Blanc Sauvignon Blanc (South Eastern Australia)
5306,"La Togata offers a crisp and fresh Rosso, with aromas of bright berry, cherry cola, wild raspberry and lemon zest. The natural acidity of this wine would pair well with lasagna topped with melted mozzarella and Parmigiano.",Tenuta Carlina 2009 La Togata  (Rosso di Montalcino)
5307,"Black cherry and raspberry scents immediately hit you upon nosing, followed shortly after by an herbal edge with a chocolaty accent, like a thin mint cookie. This wine has structured tannins and medium weight, with a sweet-spice tinge to the close. Drink now.",Tormentoso 2009 Syrah-Mourvèdre (Paarl)
5308,"Oak is front and center on the bouquet, and with that come accents of dried cheese and sawdust. Feels saturated, layered and tannic in the mouth, with roasted berry, black plum, herb and spice flavors. Feels and tastes a touch resiny on the finish, more evidence of the wine's barrel influence.",Altocedro 2010 Reserva Malbec (La Consulta)
5309,"There's a focused quality to the fruit in this bright Rosso that resembles red candy, bright raspberry and sour cranberry. A softly toasted note of oak spice rounds out the mouthfeel and gives the wine extra depth and texture.",Brunelli Martoccia 2010  Rosso di Montalcino
